	Yes. Reach out to v@buterin.com anytime.	VitalikButerin	9	1	1490867975	847387823388868608	https://twitter.com/VitalikButerin/status/847387823388868608			@buterin
	# toobigtosquash Enemy number one is Netflix: The monster that's eating Hollywood http://j.mp/2nF2DL6 # hollywood # oldmedia	WarrenWhitlock	4	3	1490832128	847237469573570563	https://twitter.com/WarrenWhitlock/status/847237469573570563		# # #	
	These AI bots created their own language to talk to each other http://j.mp/2notKYF # ai # machinelearning # tech	WarrenWhitlock	21	26	1490830950	847232530658992131	https://twitter.com/WarrenWhitlock/status/847232530658992131		# # #	
	First paralyzed human treated with stem cells has now regained his upper body movementhttp://ochen.com/first-paralyzed-human-treated-with-stem-cells-has-now-regained-his-upper-body-movement?utm_source=queue&utm_content=3 …	WarrenWhitlock	78	41	1490830835	847232046535557120	https://twitter.com/WarrenWhitlock/status/847232046535557120			
	Softbank driverless bus goes commercial by 2020 http://j.mp/2mJ9h3T # future # transportation # driverlesspic.twitter.com/gzFvlKm2ZG	WarrenWhitlock	15	17	1490829398	847226017886257154	https://twitter.com/WarrenWhitlock/status/847226017886257154		# # #	
	70+ Best E-Commerce Marketing Resources for 2017 http://j.mp/2nkHHbL # ecommerce # onlinesales # retailing	WarrenWhitlock	1	4	1490829108	847224802381254656	https://twitter.com/WarrenWhitlock/status/847224802381254656		# # #	
	Covering Affiliate Summit West # ASW17 http://ochen.com/covering-affiliate-summit-west-asw17?utm_source=queue&utm_content=193 …	WarrenWhitlock	3	4	1490828083	847220504490598400	https://twitter.com/WarrenWhitlock/status/847220504490598400		#	
	I saw @ JoeWalsh was trending and had to start up my favorite mix. That's the news I needed # rocknroll # howyadoin # lifesbeengoodtomesofarpic.twitter.com/gGKAjZCNDA	WarrenWhitlock	11	2	1490827460	847217890872905728	https://twitter.com/WarrenWhitlock/status/847217890872905728		# # #	@
	I think we may need a different approach to killing germs, so research actually supports me. :)	WarrenWhitlock	0	0	1490826959	847215791040745472	https://twitter.com/WarrenWhitlock/status/847215791040745472			
	"that's more accurate than my ""never"" # touche"	WarrenWhitlock	0	0	1490826873	847215427742609408	https://twitter.com/WarrenWhitlock/status/847215427742609408		#	
	certainly	WarrenWhitlock	1	0	1490826839	847215286927343616	https://twitter.com/WarrenWhitlock/status/847215286927343616			
	get back to me when you have a full report. Graphs and charts please. Keep the photos for the party	WarrenWhitlock	1	0	1490826823	847215219956891648	https://twitter.com/WarrenWhitlock/status/847215219956891648			
	I am assume you are a human who won't like paying 10x insurance rates so you can be a danger to others. Am I wrong?	WarrenWhitlock	0	0	1490826744	847214888955002880	https://twitter.com/WarrenWhitlock/status/847214888955002880			
	I suppose it is possible that people like my open sharing, think we have rapport and sarcasm attempts are a compliment.	WarrenWhitlock	0	0	1490826678	847214611690541056	https://twitter.com/WarrenWhitlock/status/847214611690541056			
	A timeline of when we might ride in a driverless car.https://qz.com/943899/a-timeline-of-when-self-driving-cars-will-be-on-the-road-according-to-the-people-making-them/ …	WarrenWhitlock	9	10	1490826430	847213571637354497	https://twitter.com/WarrenWhitlock/status/847213571637354497			
	New Drone Ambulance Concept - Response Time Matters http://ochen.com/new-drone-ambulance-concept-response-time-matters?utm_source=queue&utm_content=174 …	WarrenWhitlock	7	12	1490825296	847208813702926336	https://twitter.com/WarrenWhitlock/status/847208813702926336			
	Not sure about the kept you safe part, but you'll certainly lose people	jimmysong	0	0	1490901339	847527762378334208	https://twitter.com/jimmysong/status/847527762378334208			
	Again depends. Growth makes sense for a garden. Stability for a house.	jimmysong	6	0	1490901026	847526449288491009	https://twitter.com/jimmysong/status/847526449288491009			
	Wait, what happened to @ coinstrong	jimmysong	2	0	1490899986	847522089032695808	https://twitter.com/jimmysong/status/847522089032695808			@
	Depends on your use case. What clothes to wear? Individual decision is better. Launch a nuclear warhead? Consensus.	jimmysong	4	0	1490899235	847518939437551619	https://twitter.com/jimmysong/status/847518939437551619			
	. @ GeminiDotCom Customer support at Gemini is feeling Kafka-esque. Apparently, I'm not a real person unless I have a non-VOIP phone number.	jimmysong	3	1	1490889414	847477744459849730	https://twitter.com/jimmysong/status/847477744459849730			@
	Looks very useful.https://twitter.com/lopp/status/847459763440898048 …	jimmysong	3	1	1490885259	847460318989099010	https://twitter.com/jimmysong/status/847460318989099010			
bitcoin 	@ rogerver Looked through your slides. I would say durability property of bitcoin gets damaged severely by splitting the network. # badtrade	jimmysong	0	0	1490884592	847457522046746627	https://twitter.com/jimmysong/status/847457522046746627		#	@
	most likely that tx fees are going down.	jimmysong	0	0	1490883615	847453420797665282	https://twitter.com/jimmysong/status/847453420797665282			
	seriously, what happened to the mempool? # freeriderhttps://blockchain.info/charts/mempool-size …	jimmysong	2	1	1490882892	847450390618456066	https://twitter.com/jimmysong/status/847450390618456066		#	
	Yep. Like herding cats.https://twitter.com/eric_lombrozo/status/847431015727472645 …	jimmysong	2	0	1490879145	847434674620162048	https://twitter.com/jimmysong/status/847434674620162048			
	I'm confused as to what happened but @ desantis has blocked me, for what crime, I'm not sure. Honestly hope the guy is okay.	jimmysong	0	0	1490845090	847291835932303360	https://twitter.com/jimmysong/status/847291835932303360			@
	Thank you. Haven't used that wallet but I'm familiar from the BIP47 implementation	jimmysong	0	0	1490845054	847291685394554880	https://twitter.com/jimmysong/status/847291685394554880			
	I have to admit, you're very good at trolling. Respect for that. If you think I'm so terrible, just unfollow.	jimmysong	1	0	1490844745	847290390310862852	https://twitter.com/jimmysong/status/847290390310862852			
	What is this, an interrogation? You seem to only insult and not respond to any points.	jimmysong	1	1	1490844542	847289537382367233	https://twitter.com/jimmysong/status/847289537382367233			
	then why are you following me?	jimmysong	0	0	1490844443	847289123660382209	https://twitter.com/jimmysong/status/847289123660382209			
	I've known about this for a while. It's for machines, not humans. The question was about growing a business	jimmysong	0	0	1490844392	847288908605825027	https://twitter.com/jimmysong/status/847288908605825027			
	who hurt you? did I insult you in some way?	jimmysong	1	0	1490844338	847288682251919361	https://twitter.com/jimmysong/status/847288682251919361			
	insult instead of answering the question. I don't see how this provides anything useful.	jimmysong	3	0	1490844191	847288064690987009	https://twitter.com/jimmysong/status/847288064690987009			
	Do they have a wallet, though?	jimmysong	0	0	1490844025	847287370894327812	https://twitter.com/jimmysong/status/847287370894327812			
	I'm familiar with payment channels. I'm not aware of wallet software that uses them.	jimmysong	0	0	1490843872	847286728847106048	https://twitter.com/jimmysong/status/847286728847106048			
	Usable, secure wallets, so developers that can make such things.	jimmysong	5	0	1490843731	847286136510611458	https://twitter.com/jimmysong/status/847286136510611458			
	looks like they negotiated against themselves. Typical engineer behavior.	jimmysong	1	0	1490824902	847207161210032128	https://twitter.com/jimmysong/status/847207161210032128			
bitcoin 	What is the purpose of # Bitcoin ? Subscribe--> https://dollarvigilante.com/2tt pic.twitter.com/rVIO21NKEi	DollarVigilante	19	16	1490903962	847538762649395200	https://twitter.com/DollarVigilante/status/847538762649395200		#	
	Former Ohio Mayor Facing Life In Prison For Rape of 4-Year-Oldhttp://feedproxy.google.com/~r/wrc/~3/tRVMGSCStiw/ …	DollarVigilante	4	9	1490901437	847528175445958657	https://twitter.com/DollarVigilante/status/847528175445958657			
	Subscribe here--> https://dollarvigilante.com/2tt # Quotes # Mises # Economicspic.twitter.com/U523CT7YLN	DollarVigilante	10	7	1490895735	847504257687339008	https://twitter.com/DollarVigilante/status/847504257687339008		# # #	
	U.S. Ambassador Nikki Haley At AIPAC: Palestinian Won’t Get Top UN Post http://feedproxy.google.com/~r/wrc/~3/Jj_D5cE4vEc/ …	DollarVigilante	2	2	1490890635	847482866896297984	https://twitter.com/DollarVigilante/status/847482866896297984			
	Subscribe here--> https://dollarvigilante.com/2tt # Cashless # India # Australiapic.twitter.com/gBTOjkDheP	DollarVigilante	5	5	1490887518	847469793234046976	https://twitter.com/DollarVigilante/status/847469793234046976		# # #	
	European Union ‘Ready to Intervene’ If Bosnia Violence Eruptshttp://feedproxy.google.com/~r/wrc/~3/7AXaQWHUtMs/ …	DollarVigilante	3	4	1490879828	847437539925413889	https://twitter.com/DollarVigilante/status/847437539925413889			
	Join us and Learn How to Protect Your Wealth.--> https://dollarvigilante.com/2tt # Economy # Fed # Investingpic.twitter.com/OJx8BFkRBe	DollarVigilante	6	4	1490879292	847435291405242371	https://twitter.com/DollarVigilante/status/847435291405242371		# # #	
	Free Trade Agreements # Economy # Business Subscribe here--> https://dollarvigilante.com/2tt pic.twitter.com/olztvBFwL6	DollarVigilante	9	2	1490871069	847400802826174465	https://twitter.com/DollarVigilante/status/847400802826174465		# #	
	French Presidential Candidate Says “The European Union Will Die”http://feedproxy.google.com/~r/wrc/~3/4AN782UsDvE/ …	DollarVigilante	13	16	1490869032	847392258651414528	https://twitter.com/DollarVigilante/status/847392258651414528			
	# Russia # CIA # Trump @ officialmcafee Subscribe here--> https://dollarvigilante.com/2tt pic.twitter.com/aedDepfcnC	DollarVigilante	5	5	1490862851	847366330311299072	https://twitter.com/DollarVigilante/status/847366330311299072		# # #	@
	Dutch TV Cancels Dr. Phil After Airing Episode Exposing Elite Pedophiliahttp://feedproxy.google.com/~r/wrc/~3/LES9b6xynY0/ …	DollarVigilante	4	15	1490858227	847346939255336960	https://twitter.com/DollarVigilante/status/847346939255336960			
	Surviving and Prospering during and after the dollar collapse https://dollarvigilante.com/2tt # Investingpic.twitter.com/fJaovbVo42	DollarVigilante	1	1	1490854631	847331856739483648	https://twitter.com/DollarVigilante/status/847331856739483648		#	
	WATCH: What You Really Need To Know About The Trump Russia Collusionhttp://feedproxy.google.com/~r/wrc/~3/aoMZv5PoTbo/ …	DollarVigilante	1	2	1490847491	847301909539020801	https://twitter.com/DollarVigilante/status/847301909539020801			
	# Liberty Subscribe here--> https://dollarvigilante.com/2tt pic.twitter.com/zKaTMWPM9L	DollarVigilante	5	3	1490846519	847297829953339392	https://twitter.com/DollarVigilante/status/847297829953339392		#	
bitcoin 	# Politics # Bitcoin Subscribe here--> https://dollarvigilante.com/2tt pic.twitter.com/xQ6jbVQRDX	DollarVigilante	6	7	1490842209	847279751257444363	https://twitter.com/DollarVigilante/status/847279751257444363		# #	
	Demonizing Russia: The Psychology And Consequences Of Neo-McCarthyismhttp://feedproxy.google.com/~r/wrc/~3/xRBzloBNEpo/ …	DollarVigilante	8	8	1490836629	847256347330527233	https://twitter.com/DollarVigilante/status/847256347330527233			
	Yes, He Actually Said This! # Investing # Gold # Economy Protect Yourself--> https://dollarvigilante.com/2tt pic.twitter.com/1OvHnYS99J	DollarVigilante	9	9	1490833990	847245280390955008	https://twitter.com/DollarVigilante/status/847245280390955008		# # #	
	The Most Powerful Family You’ve Never Heard Ofhttp://feedproxy.google.com/~r/wrc/~3/RquHi8AWVW4/ …	DollarVigilante	4	5	1490825827	847211042837057536	https://twitter.com/DollarVigilante/status/847211042837057536			
	Join us on https://dollarvigilante.com/2tt # Anarchismpic.twitter.com/xf8lS1NpfK	DollarVigilante	4	0	1490825771	847210808224419841	https://twitter.com/DollarVigilante/status/847210808224419841		#	
	The Days When The # Art # Market Will Go # Digital: Challenges And Opportunities http://ln.is/intelligenthq.com/BgLZk … via @ intelligenthq	dinisguarda	1	1	1490906695	847550228567924739	https://twitter.com/dinisguarda/status/847550228567924739		# # #	@
	Humaniq # Blockchain Biometric Banking For 2 Billion Unbanked http://ln.is/www.hedgethink.com/OWABy … via @ hedgethink # humaniq_co	dinisguarda	2	1	1490895134	847501736738562048	https://twitter.com/dinisguarda/status/847501736738562048		# #	@
	Thanks @ IAmRanjith_G @ BOYWONDERELROY @ paulbattye for the RT this week, much appreciated :)	dinisguarda	1	1	1490894227	847497932618162176	https://twitter.com/dinisguarda/status/847497932618162176			@ @ @
	Thanks @ dasuma_es @ ksyDaily @ Webconomist for the RT this week, much appreciated :)	dinisguarda	2	0	1490894225	847497925517299712	https://twitter.com/dinisguarda/status/847497925517299712			@ @ @
	Thanks @ SuperRetroGames @ Tina_EQ @ ManishPardesh19 for the RT this week, much appreciated :)	dinisguarda	2	1	1490894224	847497919834075136	https://twitter.com/dinisguarda/status/847497919834075136			@ @ @
	Thanks @ TheBigKhuna @ SamFordUK @ MValleyPodcast for the RT this week, much appreciated :)	dinisguarda	1	1	1490894223	847497914066780161	https://twitter.com/dinisguarda/status/847497914066780161			@ @ @
	Appreciate your recent retweets @ ideasurf @ bodyenrich @ TheBigKhuna! Have a great Thursday :)	dinisguarda	1	2	1490894221	847497906118578177	https://twitter.com/dinisguarda/status/847497906118578177			@ @ @
	Hey @ Automation_MSci @ Apps_MSci @ Analytics_MSci thanks for being top High Value Members of last week, have a great day :)	dinisguarda	0	0	1490894217	847497891228864512	https://twitter.com/dinisguarda/status/847497891228864512			@ @ @
	Thanks top new followers this week @ VitaminPrism @ sablengketiga Happy to connect :)	dinisguarda	0	0	1490894216	847497888313655296	https://twitter.com/dinisguarda/status/847497888313655296			@ @
	Hey @ Captology_ @ BehaviorDesign_ @ B2B_Analytics thanks for being top High Value Members of last week, have a great day :)	dinisguarda	0	0	1490894216	847497885700636673	https://twitter.com/dinisguarda/status/847497885700636673			@ @ @
